days,MJD,date,r,theta,phi,x,y,z
219.0,58703.0,2019-08-08,1.664439581396,76.2257688,151.12201480000002,-1.4155521629390722,0.7807172819900168,0.3962975141460353
220.0,58704.0,2019-08-09,1.66461417794,76.3805,151.5428659,-1.422333396759703,0.7708867598701675,0.3919715210544543
221.0,58705.0,2019-08-10,1.664778876776,76.535906,151.96307969999998,-1.4290233812730724,0.7610067839660868,0.38762038012987465
222.0,58706.0,2019-08-11,1.6649336701539998,76.6919788,152.3826663,-1.4356217130483604,0.7510780027964155,0.38324438254448917
223.0,58707.0,2019-08-12,1.665078550782,76.8487108,152.801636,-1.442127997027687,0.7411010644445489,0.3788438104844178
224.0,58708.0,2019-08-13,1.6652135118270002,77.0060941,153.2199988,-1.4485418358812656,0.7310766268842455,0.3744189569139065
225.0,58709.0,2019-08-14,1.665338546916,77.1641211,153.6377653,-1.454862845221658,0.7210053371455538,0.36997010858373724
226.0,58710.0,2019-08-15,1.6654536501339998,77.3227841,154.0549457,-1.4610906383828333,0.7108878552656844,0.365497557324893
227.0,58711.0,2019-08-16,1.665558816024,77.48207550000001,154.47155049999998,-1.4672248365764347,0.7007248371764319,0.36100159436294277
228.0,58712.0,2019-08-17,1.665654039589,77.6419878,154.88759019999998,-1.4732650650673569,0.6905169422322524,0.35648251028830436
229.0,58713.0,2019-08-18,1.665739316289,77.8025134,155.3030753,-1.4792109521074424,0.6802648326712741,0.351940600708504
230.0,58714.0,2019-08-19,1.665814642041,77.9636449,155.7180164,-1.4850621318676227,0.6699691718195727,0.3473761577056969
231.0,58715.0,2019-08-20,1.665880013225,78.1253748,156.13242419999997,-1.49081824273531,0.6596306232536809,0.34278947833340595
232.0,58716.0,2019-08-21,1.6659354266839999,78.2876957,156.5463094,-1.4964789272777732,0.6492498538790407,0.3381808589089723
233.0,58717.0,2019-08-22,1.6659808797220002,78.4506003,156.95968269999997,-1.5020438322878398,0.6388275339033688,0.333550594981166
234.0,58718.0,2019-08-23,1.6660163701069999,78.6140813,157.3725549,-1.5075126093992213,0.6283643339595789,0.32889898414922114
235.0,58719.0,2019-08-24,1.6660418960699999,78.7781313,157.784937,-1.5128849156224002,0.6178609222119419,0.3242263288909952
236.0,58720.0,2019-08-25,1.666057456309,78.9427432,158.1968398,-1.518160411099142,0.6073179757347751,0.3195329251321603
237.0,58721.0,2019-08-26,1.666063049987,79.1079097,158.60827419999998,-1.5233387598318437,0.5967361715317125,0.3148190764735197
238.0,58722.0,2019-08-27,1.6660586767340002,79.2736236,159.0192513,-1.5284196322654182,0.5861161844786844,0.3100850856110952
239.0,58723.0,2019-08-28,1.666044336647,79.4398779,159.4297821,-1.5334027026273787,0.5754586954251791,0.3053312514436481
240.0,58724.0,2019-08-29,1.6660200302880002,79.6066654,159.8398777,-1.5382876490258135,0.5647643850865804,0.30055788047103615
241.0,58725.0,2019-08-30,1.665985758685,79.7739791,160.2495493,-1.5430741554342204,0.5540339347704414,0.2957652753366837
242.0,58726.0,2019-08-31,1.665941523333,79.9418118,160.658808,-1.5477619077881208,0.5432680310081168,0.29095374623764003
243.0,58727.0,2019-09-01,1.665887326191,80.1101567,161.06766509999997,-1.552350599833377,0.5324673585064806,0.28612359372460877
244.0,58728.0,2019-09-02,1.6658231696799999,80.2790067,161.47613180000002,-1.5568399268771047,0.5216326070096186,0.2812751287056165
245.0,58729.0,2019-09-03,1.6657490566870001,80.448355,161.8842195,-1.561229591480303,0.5107644641613721,0.27640865523681435
246.0,58730.0,2019-09-04,1.6656649905599998,80.6181944,162.2919396,-1.5655192983192605,0.49986361979871563,0.271524490550926
247.0,58731.0,2019-09-05,1.665570975115,80.78851829999999,162.6993033,-1.5697087571346862,0.48893077293951004,0.26662293635954115
248.0,58732.0,2019-09-06,1.665467014628,80.9593196,163.1063222,-1.5737976829626859,0.4779666137428567,0.2617043103626126
249.0,58733.0,2019-09-07,1.665353113838,81.1305917,163.51300769999997,-1.5777857954063934,0.4669718413072718,0.2567689175305951
250.0,58734.0,2019-09-08,1.665229277947,81.3023276,163.91937140000002,-1.581672818089741,0.45594715146852804,0.2518170759016935
251.0,58735.0,2019-09-09,1.6650955126190001,81.4745205,164.3254249,-1.585458479610397,0.4448932430772387,0.24684909932919827
252.0,58736.0,2019-09-10,1.664951823982,81.6471637,164.73117969999998,-1.5891425123646572,0.43381082061204673,0.24186530031452688
253.0,58737.0,2019-09-11,1.664798218626,81.8202505,165.1366475,-1.5927246544792255,0.42270058574271757,0.23686599284637336
254.0,58738.0,2019-09-12,1.6646347036059999,81.9937741,165.54183989999999,-1.5962046471337688,0.4115632455285215,0.23185149524647466
255.0,58739.0,2019-09-13,1.664461286441,82.1677277,165.94676869999998,-1.5995822372367339,0.40039950419675396,0.2268221272639607
256.0,58740.0,2019-09-14,1.6642779751140002,82.3421048,166.3514457,-1.6028571770606979,0.389210068954689,0.2217782014059403
257.0,58741.0,2019-09-15,1.6640847780739998,82.5168986,166.75588259999998,-1.60602922131579,0.377995652205479,0.21672004016967328
258.0,58742.0,2019-09-16,1.663881704235,82.6921024,167.1600913,-1.6090981307856147,0.36675696355111903,0.2116479644999506
259.0,58743.0,2019-09-17,1.663668762974,82.8677097,167.56408369999997,-1.6120636712591787,0.3554947154213568,0.20656229086962238
260.0,58744.0,2019-09-18,1.663445964138,83.0437137,167.9678716,-1.6149256111938366,0.3442096254861252,0.2014633456485699
261.0,58745.0,2019-09-19,1.66321331804,83.2201079,168.371467,-1.6176837257471897,0.3329024086897792,0.1963514477839678
262.0,58746.0,2019-09-20,1.662970835465,83.3968856,168.77488190000003,-1.620337793760156,0.3215737824726933,0.1912269231720127
263.0,58747.0,2019-09-21,1.6627185276629999,83.57404030000001,169.1781283,-1.6228875991656588,0.3102244670568442,0.18609009309319774
264.0,58748.0,2019-09-22,1.6624564063550002,83.7515653,169.58121830000002,-1.6253329302464543,0.29885518234296865,0.18094128570894827
265.0,58749.0,2019-09-23,1.662184483735,83.9294541,169.9841639,-1.627673579883057,0.28746665382424746,0.17578082449218596
266.0,58750.0,2019-09-24,1.661902772465,84.1077001,170.3869774,-1.6299093466657837,0.2760596010401289,0.17060903684135917
267.0,58751.0,2019-09-25,1.661611285682,84.2862966,170.7896707,-1.6320400314675043,0.26463475747769777,0.16542625404710057
268.0,58752.0,2019-09-26,1.661310036996,84.4652372,171.1922563,-1.6340654434634287,0.2531928423129408,0.1602327997128358
269.0,58753.0,2019-09-27,1.6609990404910002,84.6445153,171.59474630000003,-1.6359853939004838,0.24173458860991354,0.15502900414405743
270.0,58754.0,2019-09-28,1.66067831073,84.8241243,171.9971529,-1.6377996991701242,0.23026072920330518,0.14981519854159947
271.0,58755.0,2019-09-29,1.660347862751,85.0040576,172.3994885,-1.6395081811405978,0.21877199381737758,0.14459171496331072
272.0,58756.0,2019-09-30,1.6600077120699999,85.1843087,172.80176540000002,-1.641110666169306,0.20726911765861583,0.1393588833990529
273.0,58757.0,2019-10-01,1.6596578746830002,85.3648709,173.20399609999998,-1.6426069855419694,0.19575283273099633,0.13411704039311304
274.0,58758.0,2019-10-02,1.659298367063,85.5457379,173.6061929,-1.6439969754655985,0.18422387946351734,0.1288665116828762
275.0,58759.0,2019-10-03,1.658929206168,85.7269028,174.00836819999998,-1.6452804759104558,0.1726829978415341,0.1236076410320817
276.0,58760.0,2019-10-04,1.65855040944,85.9083593,174.41053469999997,-1.6464573338591506,0.16113092196127715,0.11834075554481768
277.0,58761.0,2019-10-05,1.6581619948030002,86.0901006,174.81270469999998,-1.6475273987954904,0.14956839985761744,0.11306619738570288
278.0,58762.0,2019-10-06,1.657763980668,86.2721202,175.2148909,-1.6484905268172554,0.13799617070460754,0.10778430064181735
279.0,58763.0,2019-10-07,1.657356385933,86.4544114,175.61710580000002,-1.6493465779327172,0.12641498194853235,0.10249540571890503
280.0,58764.0,2019-10-08,1.656939229984,86.6369677,176.0193622,-1.6500954180851992,0.11482557498743759,0.09719984775197602
281.0,58765.0,2019-10-09,1.656512532696,86.8197824,176.4216726,-1.6507369170892507,0.10322870237613507,0.0918979681131855
282.0,58766.0,2019-10-10,1.6560763144369999,87.0028489,176.8240498,-1.6512709504929182,0.09162511059013971,0.08659010570958325
283.0,58767.0,2019-10-11,1.655630596065,87.1861605,177.2265065,-1.6516973984339105,0.08001555151524307,0.08127660271511655
284.0,58768.0,2019-10-12,1.655175398935,87.3697105,177.6290554,-1.6520161460962182,0.06840077957700683,0.07595780164204693
285.0,58769.0,2019-10-13,1.6547107449,87.5534923,178.0317095,-1.6522270841819795,0.05678154308711258,0.0706340424135112
286.0,58770.0,2019-10-14,1.654236656307,87.737499,178.4344815,-1.6523301076782442,0.04515860151794507,0.06530567386306055
287.0,58771.0,2019-10-15,1.653753156003,87.9217241,178.8373844,-1.6523251174397449,0.03353270822777129,0.05997303349446509
288.0,58772.0,2019-10-16,1.653260267337,88.1061606,179.2404311,-1.652212018739136,0.02190462195778423,0.05463647340416835
289.0,58773.0,2019-10-17,1.652758014157,88.2908019,179.6436345,-1.6519907224393553,0.010275103967969147,0.04929633427481694
290.0,58774.0,2019-10-18,1.6522464208199998,88.4756412,180.0470076,-1.651661144403616,-0.0013550848682382605,0.04395296264004503
291.0,58775.0,2019-10-19,1.6517255121869998,88.6606715,180.45056340000002,-1.6512232055532734,-0.012985181180443239,0.038606710834910705
292.0,58776.0,2019-10-20,1.6511953136250002,88.84588600000001,180.85431519999997,-1.6506768321147351,-0.024614427752613965,0.03325792541990834
293.0,58777.0,2019-10-21,1.650655851014,89.0312779,181.2582758,-1.6500219556852491,-0.03624205047907768,0.027906952905148785
294.0,58778.0,2019-10-22,1.6501071507429999,89.2168402,181.66245859999998,-1.6492585127861195,-0.04786729006332794,0.022554145465778077
295.0,58779.0,2019-10-23,1.6495492397170002,89.402566,182.06687659999997,-1.6483864455300399,-0.05948937322119697,0.017199852252931844
296.0,58780.0,2019-10-24,1.648982145352,89.5884482,182.4715431,-1.6474057010912835,-0.07110753284484483,0.011844427987014657
297.0,58781.0,2019-10-25,1.6484058955829999,89.7744799,182.8764714,-1.6463162320278995,-0.08272099937362748,0.006488221395679378
298.0,58782.0,2019-10-26,1.647820518863,89.960654,183.2816747,-1.6451179963902778,-0.09432899792929864,0.0011315866821315094
299.0,58783.0,2019-10-27,1.647226044168,90.1469634,183.68716640000002,-1.6438109573972437,-0.10593075694921868,-0.004225122279964226
300.0,58784.0,2019-10-28,1.6466225009970001,90.333401,184.09295980000002,-1.6423950838943084,-0.11752549957708347,-0.009581551992234497
301.0,58785.0,2019-10-29,1.6460099193709998,90.5199595,184.4990684,-1.6408703498747927,-0.12911245228374604,-0.014937343631921984
302.0,58786.0,2019-10-30,1.64538832984,90.7066318,184.9055056,-1.639236735017688,-0.14069083626847934,-0.020292144595646086
303.0,58787.0,2019-10-31,1.644757763479,90.8934107,185.312285,-1.6374942240723305,-0.152259876063242,-0.025645599922884902
304.0,58788.0,2019-11-01,1.6441182518959998,91.0802887,185.7194199,-1.6356428082919245,-0.1638187852585682,-0.030997346610188263
305.0,58789.0,2019-11-02,1.643469827231,91.2672585,186.1269239,-1.6336824837651749,-0.17536678366203087,-0.03634702801573141
306.0,58790.0,2019-11-03,1.6428125221579999,91.4543127,186.5348108,-1.631613251608892,-0.18690309442914257,-0.04169428529425336
307.0,58791.0,2019-11-04,1.6421463698840002,91.6414439,186.943094,-1.6294351198505292,-0.19842692697530215,-0.04703876031560504
308.0,58792.0,2019-11-05,1.641471404157,91.8286446,187.3517873,-1.627148101039259,-0.2099374998009387,-0.05238009284850088
309.0,58793.0,2019-11-06,1.640787659263,92.0159072,187.7609044,-1.6247522138602688,-0.2214340262601935,-0.05771792061491795
310.0,58794.0,2019-11-07,1.640095170028,92.203224,188.17045900000002,-1.6222474829166214,-0.23291571744066322,-0.06305187934519926
311.0,58795.0,2019-11-08,1.6393939718180002,92.3905875,188.5804649,-1.6196339380336056,-0.24438178496753618,-0.06838161141004016
312.0,58796.0,2019-11-09,1.638684100544,92.5779898,188.9909359,-1.6169116153206924,-0.25583143827807575,-0.07370674870931598
313.0,58797.0,2019-11-10,1.637965592663,92.7654231,189.40188590000002,-1.61408055624485,-0.2672638873928529,-0.07902692703014655
314.0,58798.0,2019-11-11,1.6372384851789998,92.9528797,189.81332880000002,-1.61114080801025,-0.2786783400893961,-0.08434178608687375
315.0,58799.0,2019-11-12,1.636502815643,93.1403516,190.2252784,-1.6080924246726462,-0.29007399921447996,-0.08965095815234843
316.0,58800.0,2019-11-13,1.6357586221579998,93.3278308,190.63774880000003,-1.6049354648204095,-0.3014500738881377,-0.094954076683259
317.0,58801.0,2019-11-14,1.635005943379,93.5153093,191.050754,-1.60166999349532,-0.31280576826336937,-0.10025077636865803
318.0,58802.0,2019-11-15,1.634244818515,93.7027789,191.46430800000002,-1.5982960821233896,-0.3241402844405434,-0.1055406874856901
319.0,58803.0,2019-11-16,1.633475287335,93.8902315,191.8784249,-1.594813807488489,-0.33545282518889014,-0.11082344450079468
320.0,58804.0,2019-11-17,1.632697390169,94.0776587,192.29311869999998,-1.5912232536253619,-0.3467425885443325,-0.11609867473902208
321.0,58805.0,2019-11-18,1.6319111679109999,94.2650523,192.7084037,-1.587524508549971,-0.3580087787690263,-0.12136601266469554
322.0,58806.0,2019-11-19,1.631116662024,94.45240390000001,193.1242939,-1.583717668640881,-0.3692505898640187,-0.12662508855705767
323.0,58807.0,2019-11-20,1.630313914544,94.6397049,193.54080359999998,-1.5798028350685276,-0.3804672222767443,-0.13187552857995372
324.0,58808.0,2019-11-21,1.629502968083,94.8269468,193.95794709999998,-1.5757801149712245,-0.3916578744428352,-0.13711696335428802
325.0,58809.0,2019-11-22,1.6286838658309999,95.0141209,194.3757386,-1.5716496228666277,-0.4028217402381112,-0.14234901950114495
326.0,58810.0,2019-11-23,1.62785665156,95.2012186,194.7941925,-1.5674114779480668,-0.4139580170954811,-0.14757132820155153
327.0,58811.0,2019-11-24,1.6270213696290001,95.3882309,195.2133229,-1.5630658088735934,-0.4250658926521075,-0.15278351109865781
328.0,58812.0,2019-11-25,1.626178064986,95.575149,195.63314450000001,-1.5586127458025225,-0.4361445690185589,-0.15798519734186517
329.0,58813.0,2019-11-26,1.6253267831709999,95.761964,196.0536714,-1.5540524299443734,-0.4471932302240398,-0.16317601514551117
330.0,58814.0,2019-11-27,1.624467570319,95.9486666,196.4749182,-1.5493850062498962,-0.4582110725065827,-0.1683555833897134
331.0,58815.0,2019-11-28,1.623600473158,96.1352479,196.8968993,-1.5446106265216948,-0.46919728466158905,-0.17352353425783856
332.0,58816.0,2019-11-29,1.6227255390189999,96.3216984,197.31962919999998,-1.5397294499357121,-0.48015105705832867,-0.17867948508696244
333.0,58817.0,2019-11-30,1.6218428158309999,96.50800890000001,197.7431223,-1.5347416421580544,-0.4910715755392901,-0.18382306380317154
334.0,58818.0,2019-12-01,1.620952352125,96.6941698,198.1673934,-1.5296473731521998,-0.5019580354972837,-0.18895388926363044
335.0,58819.0,2019-12-02,1.620054197038,96.8801717,198.5924568,-1.5244468230994879,-0.512809617241793,-0.19407158820044632
336.0,58820.0,2019-12-03,1.619148400315,97.0660049,199.0183272,-1.5191401762256829,-0.5236255106418045,-0.19917578122034382
337.0,58821.0,2019-12-04,1.618235012309,97.2516596,199.4450192,-1.5137276245368623,-0.5344049016121623,-0.20426608849633368
338.0,58822.0,2019-12-05,1.617314083987,97.437126,199.87254740000003,-1.5082093666677516,-0.5451469747367469,-0.2093421326291982
339.0,58823.0,2019-12-06,1.616385666927,97.6223941,200.3009266,-1.5025856066446377,-0.5558509188124049,-0.21440353310245291
340.0,58824.0,2019-12-07,1.6154498133219999,97.8074539,200.73017119999997,-1.4968565589944862,-0.566515910901516,-0.21944991194506244
341.0,58825.0,2019-12-08,1.6145065759830002,97.9922951,201.16029609999998,-1.4910224411501585,-0.5771411404202396,-0.22448088540764213
342.0,58826.0,2019-12-09,1.613556008343,98.17690759999999,201.59131599999998,-1.4850834784134759,-0.5877257901349989,-0.22949607799114632
343.0,58827.0,2019-12-10,1.6125981644560001,98.3612808,202.0232455,-1.4790399056766597,-0.598269039901771,-0.23449510297200574
344.0,58828.0,2019-12-11,1.611633099003,98.5454043,202.4560994,-1.4728919617952787,-0.6087700735112355,-0.23947758199462768
345.0,58829.0,2019-12-12,1.6106608672909999,98.7292674,202.8898925,-1.46663989345228,-0.6192280742735826,-0.24444313119478678
346.0,58830.0,2019-12-13,1.6096815252540002,98.9128594,203.3246394,-1.4602839562481547,-0.6296422195410679,-0.24939136961747455
347.0,58831.0,2019-12-14,1.608695129463,99.09616940000001,203.7603551,-1.4538244089873773,-0.6400116964499294,-0.2543219137191388
348.0,58832.0,2019-12-15,1.6077017371189999,99.2791865,204.1970542,-1.4472615216141482,-0.6503356812223111,-0.2592343829812372
349.0,58833.0,2019-12-16,1.606701406059,99.4618994,204.6347515,-1.4405955703174276,-0.6606133552959659,-0.26412838889142287
350.0,58834.0,2019-12-17,1.605694194761,99.6442971,205.0734617,-1.4338268379949888,-0.6708438964906451,-0.26900355439234697
351.0,58835.0,2019-12-18,1.6046801623440001,99.8263681,205.51319980000002,-1.426955612920625,-0.6810264906195489,-0.27385949180028724
352.0,58836.0,2019-12-19,1.603659368571,100.0081009,205.9539804,-1.419982194863291,-0.6911603131142682,-0.27869581671162075
353.0,58837.0,2019-12-20,1.602631873852,100.1894839,206.39581840000002,-1.4129068872875563,-0.7012445467972741,-0.28351214529336694
354.0,58838.0,2019-12-21,1.60159773924,100.3705053,206.8387284,-1.4057300049785157,-0.7112783672828651,-0.28830809159162113
355.0,58839.0,2019-12-22,1.600557026444,100.5511533,207.2827253,-1.398451865873394,-0.721260957464451,-0.29308327310159743
356.0,58840.0,2019-12-23,1.5995097978200001,100.73141580000001,207.7278239,-1.39107279723675,-0.7311914983797859,-0.2978373025784803
357.0,58841.0,2019-12-24,1.598456116383,100.91128069999999,208.17403869999998,-1.3835931369873964,-0.7410691638576229,-0.3025697963494748
358.0,58842.0,2019-12-25,1.597396045805,101.0907357,208.6213846,-1.37601322567437,-0.7508931380847365,-0.30728036888145227
359.0,58843.0,2019-12-26,1.5963296504139999,101.2697683,209.0698763,-1.3683334141004604,-0.7606626011326715,-0.31196863285455334
360.0,58844.0,2019-12-27,1.5952569952039999,101.448366,209.51952839999998,-1.360554061192055,-0.7703767310465703,-0.316634204695419
361.0,58845.0,2019-12-28,1.594178145828,101.626516,209.97035559999998,-1.352675532753762,-0.7800347095168798,-0.3212766964375768
362.0,58846.0,2019-12-29,1.593093168607,101.8042055,210.4223724,-1.3446982040656514,-0.7896357140715802,-0.3258957239786505
363.0,58847.0,2019-12-30,1.592002130529,101.9814214,210.87559359999997,-1.3366224544946543,-0.7991789308113718,-0.3304908989620646
364.0,58848.0,2019-12-31,1.590905099249,102.1581506,211.3300336,-1.3284486756251896,-0.8086635372178982,-0.33506183700980824
365.0,58849.0,2020-01-01,1.5898021430959999,102.3343798,211.78570699999997,-1.3201772639630416,-0.8180887169336175,-0.33960815233677694
