day,MJD,date,r,theta,phi,x,y,z
86.9,58570.9,2019-03-28 21:36:00,0.9981697473495,93.03465322999999,187.02496326,-0.9892739124011048,-0.12190507891914087,-0.05284310975815796
87.0,58571.0,2019-03-29 00:00:00,0.9981989958,93.07373309999998,187.1159649,-0.9890853368897818,-0.12347697547230875,-0.05352446257521926
87.1,58571.1,2019-03-29 02:24:00,0.9982282682338001,93.11271599999998,187.20698774,-0.988867290935628,-0.12504533282898478,-0.05420427944320539
87.2,58571.2,2019-03-29 04:48:00,0.9982575406676001,93.15169889999999,187.29801057999998,-0.988649244981474,-0.1266136901856608,-0.05488409631119152
87.3,58571.3,2019-03-29 07:12:00,0.9982868131014,93.1906818,187.38903342,-0.9884311990273201,-0.1281820475423368,-0.055563913179177644
87.4,58571.4,2019-03-29 09:36:00,0.9983160855352,93.22966469999999,187.48005626,-0.9882131530731663,-0.12975040489901282,-0.05624373004716377
87.5,58571.5,2019-03-29 12:00:00,0.998345357969,93.26864759999998,187.5710791,-0.9879951071190123,-0.13131876225568884,-0.05692354691514989
87.6,58571.6,2019-03-29 14:24:00,0.9983746304028001,93.30763049999999,187.66210193999999,-0.9877770611648584,-0.13288711961236485,-0.05760336378313602
87.7,58571.7,2019-03-29 16:48:00,0.9984039028366001,93.3466134,187.75312477999998,-0.9875590152107045,-0.13445547696904087,-0.058283180651122146
87.8,58571.8,2019-03-29 19:12:00,0.9984331752704,93.38559629999999,187.84414762,-0.9873409692565507,-0.1360238343257169,-0.05896299751910827
87.9,58571.9,2019-03-29 21:36:00,0.9984624477042,93.42457919999998,187.93517046,-0.9871229233023967,-0.13759219168239292,-0.0596428143870944
88.0,58572.0,2019-03-30 00:00:00,0.998491720138,93.46356209999999,188.0261933,-0.9869048773482428,-0.13916054903906894,-0.06032263125508053
88.1,58572.1,2019-03-30 02:24:00,0.9985209854753,93.50243819999999,188.11724506,-0.9866574235010721,-0.1407248901025787,-0.061000708462512425
88.2,58572.2,2019-03-30 04:48:00,0.9985502508126001,93.5413143,188.20829682,-0.9864099696539015,-0.14228923116608846,-0.061678785669944315
88.3,58572.3,2019-03-30 07:12:00,0.9985795161499,93.58019039999999,188.29934858,-0.9861625158067308,-0.14385357222959821,-0.06235686287737621
88.4,58572.4,2019-03-30 09:36:00,0.9986087814872,93.61906649999999,188.39040033999999,-0.9859150619595601,-0.145417913293108,-0.0630349400848081
88.5,58572.5,2019-03-30 12:00:00,0.9986380468245,93.65794259999998,188.4814521,-0.9856676081123894,-0.14698225435661774,-0.06371301729223999
88.6,58572.6,2019-03-30 14:24:00,0.9986673121618,93.6968187,188.57250386,-0.9854201542652187,-0.1485465954201275,-0.0643910944996719
88.7,58572.7,2019-03-30 16:48:00,0.9986965774991,93.73569479999999,188.66355562,-0.985172700418048,-0.15011093648363727,-0.06506917170710379
88.8,58572.8,2019-03-30 19:12:00,0.9987258428364,93.77457089999999,188.75460738,-0.9849252465708773,-0.15167527754714702,-0.06574724891453568
88.9,58572.9,2019-03-30 21:36:00,0.9987551081737001,93.813447,188.84565914,-0.9846777927237067,-0.1532396186106568,-0.06642532612196758
89.0,58573.0,2019-03-31 00:00:00,0.998784373511,93.85232309999999,188.9367109,-0.984430338876536,-0.15480395967416655,-0.06710340332939947
89.1,58573.1,2019-03-31 02:24:00,0.9988136027521,93.89108250999999,189.02779908000002,-0.984153551843041,-0.1563638054603543,-0.06777953600089816
89.2,58573.2,2019-03-31 04:48:00,0.9988428319932,93.92984192,189.11888726,-0.9838767648095461,-0.15792365124654206,-0.06845566867239686
89.3,58573.3,2019-03-31 07:12:00,0.9988720612343001,93.96860133,189.20997544,-0.9835999777760511,-0.15948349703272982,-0.06913180134389554
89.4,58573.4,2019-03-31 09:36:00,0.9989012904754,94.00736074,189.30106362,-0.9833231907425561,-0.16104334281891758,-0.06980793401539423
89.5,58573.5,2019-03-31 12:00:00,0.9989305197164999,94.04612015000001,189.39215180000002,-0.9830464037090612,-0.1626031886051053,-0.07048406668689292
89.6,58573.6,2019-03-31 14:24:00,0.9989597489576,94.08487956,189.48323998,-0.9827696166755663,-0.16416303439129307,-0.07116019935839162
89.7,58573.7,2019-03-31 16:48:00,0.9989889781987,94.12363897,189.57432816,-0.9824928296420713,-0.16572288017748082,-0.0718363320298903
89.8,58573.8,2019-03-31 19:12:00,0.9990182074398,94.16239838,189.66541634,-0.9822160426085763,-0.16728272596366858,-0.07251246470138899
89.9,58573.9,2019-03-31 21:36:00,0.9990474366808999,94.20115779000001,189.75650452000002,-0.9819392555750814,-0.16884257174985634,-0.07318859737288769
90.0,58574.0,2019-04-01 00:00:00,0.999076665922,94.23991720000001,189.8475927,-0.9816624685415865,-0.1704024175360441,-0.07386473004438637
90.1,58574.1,2019-04-01 02:24:00,0.9991058322406999,94.27855001,189.93872457,-0.9813564354734551,-0.1719572874996744,-0.07453871299713422
90.2,58574.2,2019-04-01 04:48:00,0.9991349985593999,94.31718282,190.02985644,-0.9810504024053237,-0.17351215746330473,-0.07521269594988204
90.3,58574.3,2019-04-01 07:12:00,0.9991641648781,94.35581563000001,190.12098831,-0.9807443693371923,-0.17506702742693503,-0.07588667890262987
90.4,58574.4,2019-04-01 09:36:00,0.9991933311968,94.39444844,190.21212018,-0.980438336269061,-0.17662189739056533,-0.07656066185537772
90.5,58574.5,2019-04-01 12:00:00,0.9992224975155,94.43308125,190.30325205,-0.9801323032009297,-0.17817676735419563,-0.07723464480812556
90.6,58574.6,2019-04-01 14:24:00,0.9992516638341999,94.47171406,190.39438392,-0.9798262701327983,-0.17973163731782596,-0.07790862776087339
90.7,58574.7,2019-04-01 16:48:00,0.9992808301528999,94.51034686999999,190.48551579,-0.979520237064667,-0.18128650728145626,-0.07858261071362121
90.8,58574.8,2019-04-01 19:12:00,0.9993099964716,94.54897968,190.57664766,-0.9792142039965356,-0.18284137724508656,-0.07925659366636906
90.9,58574.9,2019-04-01 21:36:00,0.9993391627903,94.58761249,190.66777953,-0.9789081709284042,-0.1843962472087169,-0.0799305766191169
91.0,58575.0,2019-04-02 00:00:00,0.999368329109,94.6262453,190.7589114,-0.9786021378602728,-0.1859511171723472,-0.08060455957186473
91.1,58575.1,2019-04-02 02:24:00,0.999397408066,94.66474151,190.85009402,-0.9782669587790923,-0.18750053011695775,-0.0812761862727558
91.2,58575.2,2019-04-02 04:48:00,0.999426487023,94.70323771999999,190.94127663999998,-0.9779317796979118,-0.18904994306156833,-0.08194781297364688
91.3,58575.3,2019-04-02 07:12:00,0.99945556598,94.74173393,191.03245926,-0.9775966006167311,-0.1905993560061789,-0.08261943967453796
